,userID,sex,age,living_area,living_area_size,occupation,family_size,marry,income_per_year
76,1004701,남성,80,서울특별시,대도시,은퇴/무직,2,배우자 있음,1200
77,1004702,여성,75,서울특별시,대도시,판매 종사자,2,배우자 있음,1200
78,1004801,남성,37,서울특별시,대도시,사무 종사자,3,배우자 있음,3000
79,1004802,여성,34,서울특별시,대도시,가정주부,3,배우자 있음,3000
80,1004901,남성,40,서울특별시,대도시,판매 종사자,4,배우자 있음,6000
81,1004902,여성,36,서울특별시,대도시,가정주부,4,배우자 있음,6000
82,1005101,남성,67,서울특별시,대도시,은퇴/무직,5,배우자 있음,8000
83,1005102,여성,67,서울특별시,대도시,가정주부,5,배우자 있음,8000
84,1005103,여성,38,서울특별시,대도시,사무 종사자,5,배우자 있음,8000
85,1005104,남성,37,서울특별시,대도시,사무 종사자,5,미혼,8000
86,1005105,남성,37,서울특별시,대도시,사무 종사자,5,배우자 있음,8000
87,1005201,남성,80,서울특별시,대도시,은퇴/무직,3,배우자 있음,2400
88,1005202,여성,71,서울특별시,대도시,가정주부,3,배우자 있음,2400
89,1005203,여성,44,서울특별시,대도시,사무 종사자,3,미혼,2400
90,1005301,남성,79,서울특별시,대도시,사무 종사자,2,배우자 있음,4500
91,1005302,여성,70,서울특별시,대도시,가정주부,2,배우자 있음,4500
92,1005501,남성,45,서울특별시,대도시,사무 종사자,3,배우자 있음,4000
93,1005502,여성,46,서울특별시,대도시,가정주부,3,배우자 있음,4000
94,1005503,여성,71,서울특별시,대도시,판매 종사자,3,사별,4000
95,1005602,여성,50,서울특별시,대도시,가정주부,8,배우자 있음,3600
96,1005603,여성,28,서울특별시,대도시,사무 종사자,8,미혼,3600
97,1005604,여성,23,서울특별시,대도시,대학생,8,미혼,3600
98,1005605,여성,22,서울특별시,대도시,대학생,8,미혼,3600
99,1005606,남성,16,서울특별시,대도시,고등학생,8,미혼,3600
100,1005608,남성,54,서울특별시,대도시,강치/기계 조작 및 조립 종사자,8,배우자 있음,3600
101,1005801,남성,59,서울특별시,대도시,단순노무자,2,미혼,2400
102,1005802,여성,86,서울특별시,대도시,가정주부,2,사별,2400
103,1006102,여성,78,서울특별시,대도시,가정주부,2,배우자 있음,3000
104,1006103,남성,52,서울특별시,대도시,기능원 및 관련 기능 종사자,2,이혼,3000
105,1006201,남성,60,서울특별시,대도시,관리자,5,배우자 있음,12000
106,1006202,여성,57,서울특별시,대도시,은퇴/무직,5,배우자 있음,12000
107,1006203,여성,25,서울특별시,대도시,관리자,5,미혼,12000
108,1006204,여성,24,서울특별시,대도시,대학생,5,미혼,12000
109,1006205,남성,23,서울특별시,대도시,대학원생,5,미혼,12000
110,1006301,여성,69,서울특별시,대도시,은퇴/무직,2,이혼,560
111,1006401,남성,70,서울특별시,대도시,판매 종사자,5,배우자 있음,7200
112,1006402,여성,68,서울특별시,대도시,판매 종사자,5,배우자 있음,7200
113,1006403,여성,38,서울특별시,대도시,단순노무자,5,미혼,7200
114,1006404,남성,35,서울특별시,대도시,전문가 및 관련 종사자,5,미혼,7200
115,1006405,여성,33,서울특별시,대도시,사무 종사자,5,미혼,7200
116,1006501,여성,84,서울특별시,대도시,은퇴/무직,1,이혼,600
117,1006601,여성,71,서울특별시,대도시,은퇴/무직,1,이혼,1640
118,1006701,여성,75,서울특별시,대도시,가정주부,1,배우자 있음,600
119,1006801,여성,58,서울특별시,대도시,단순노무자,2,이혼,6000
120,1006802,여성,75,서울특별시,대도시,가정주부,2,사별,6000
121,1007101,여성,72,서울특별시,대도시,가정주부,2,사별,1200
122,1007103,남성,44,서울특별시,대도시,은퇴/무직,2,미혼,1200
123,1007201,남성,76,경기도,중소도시,사무 종사자,3,배우자 있음,1960
124,1007202,여성,72,경기도,중소도시,가정주부,3,배우자 있음,1960
125,1007401,남성,90,서울특별시,대도시,은퇴/무직,2,배우자 있음,2160
126,1007402,여성,84,서울특별시,대도시,가정주부,2,배우자 있음,2160
127,1007501,남성,47,서울특별시,대도시,사무 종사자,4,배우자 있음,6800
128,1007502,여성,42,서울특별시,대도시,가정주부,4,배우자 있음,6800
129,1007601,남성,65,서울특별시,대도시,은퇴/무직,3,배우자 있음,3000
130,1007602,여성,62,서울특별시,대도시,단순노무자,3,배우자 있음,3000
131,1007603,남성,37,서울특별시,대도시,은퇴/무직,3,배우자 있음,3000
132,1007701,남성,74,서울특별시,대도시,은퇴/무직,2,배우자 있음,1800
133,1007702,여성,74,서울특별시,대도시,은퇴/무직,2,배우자 있음,1800
134,1007801,남성,71,서울특별시,대도시,은퇴/무직,2,배우자 있음,4200
135,1007802,여성,64,서울특별시,대도시,가정주부,2,배우자 있음,4200
136,1007901,남성,80,서울특별시,대도시,은퇴/무직,2,배우자 있음,700
137,1007902,여성,74,서울특별시,대도시,은퇴/무직,2,배우자 있음,700
138,1008001,남성,71,서울특별시,대도시,은퇴/무직,1,배우자 있음,1530
139,1008101,남성,78,서울특별시,대도시,전문가 및 관련 종사자,2,배우자 있음,2640
140,1008102,여성,76,서울특별시,대도시,가정주부,2,배우자 있음,2640
141,1008201,남성,61,서울특별시,대도시,서비스 종사자,4,배우자 있음,3000
142,1008202,여성,57,서울특별시,대도시,단순노무자,4,배우자 있음,3000
143,1008301,여성,71,서울특별시,대도시,가정주부,2,배우자 있음,3000
144,1008302,남성,38,서울특별시,대도시,은퇴/무직,2,미혼,3000
145,1008401,남성,53,서울특별시,대도시,사무 종사자,4,배우자 있음,8000
146,1008402,여성,50,서울특별시,대도시,전문가 및 관련 종사자,4,배우자 있음,8000
147,1008403,남성,24,서울특별시,대도시,대학생,4,미혼,8000
148,1008404,남성,22,서울특별시,대도시,대학생,4,미혼,8000
149,1008501,남성,52,서울특별시,대도시,관리자,4,배우자 있음,12000
150,1008502,여성,46,서울특별시,대도시,가정주부,4,배우자 있음,12000
151,1008503,여성,21,서울특별시,대도시,대학생,4,미혼,12000
152,1008504,여성,19,서울특별시,대도시,대학생,4,미혼,12000
153,1008601,남성,61,서울특별시,대도시,판매 종사자,4,배우자 있음,5000
154,1008602,여성,55,서울특별시,대도시,가정주부,4,배우자 있음,5000
155,1008603,여성,31,서울특별시,대도시,서비스 종사자,4,미혼,5000
156,1008604,남성,29,서울특별시,대도시,판매 종사자,4,미혼,5000
157,1008801,남성,43,서울특별시,대도시,사무 종사자,4,배우자 있음,4800
158,1008802,여성,36,서울특별시,대도시,사무 종사자,4,배우자 있음,4800
159,1008901,남성,41,경기도,중소도시,사무 종사자,5,배우자 있음,9000
160,1008902,여성,37,경기도,중소도시,사무 종사자,5,배우자 있음,9000
161,1009201,남성,35,인천광역시,대도시,전문가 및 관련 종사자,1,미혼,5000
162,1009601,남성,78,서울특별시,대도시,은퇴/무직,1,이혼,1000
163,1009901,남성,73,서울특별시,대도시,은퇴/무직,2,배우자 있음,4200
164,1009902,여성,65,서울특별시,대도시,가정주부,2,배우자 있음,4200
165,1010001,남성,32,서울특별시,대도시,사무 종사자,1,미혼,6000
166,1010101,남성,46,충청북도,대도시,판매 종사자,4,배우자 있음,6000
167,1010102,여성,42,충청북도,대도시,가정주부,4,배우자 있음,6000
168,1010201,남성,46,서울특별시,대도시,사무 종사자,4,배우자 있음,7500
169,1010202,여성,42,서울특별시,대도시,가정주부,4,배우자 있음,7500
170,1010301,남성,48,서울특별시,대도시,사무 종사자,7,배우자 있음,7500
171,1010302,여성,45,서울특별시,대도시,은퇴/무직,7,배우자 있음,7500
172,1010303,남성,68,서울특별시,대도시,은퇴/무직,7,배우자 있음,7500
173,1010304,여성,68,서울특별시,대도시,은퇴/무직,7,배우자 있음,7500
174,1010501,남성,46,서울특별시,대도시,사무 종사자,4,배우자 있음,5400
175,1010502,여성,42,서울특별시,대도시,가정주부,4,배우자 있음,5400
176,1010503,남성,16,서울특별시,대도시,고등학생,4,미혼,5400
177,1010701,남성,71,서울특별시,대도시,은퇴/무직,2,배우자 있음,1800
178,1010702,여성,70,서울특별시,대도시,은퇴/무직,2,배우자 있음,1800
179,1010801,남성,76,서울특별시,대도시,단순노무자,3,배우자 있음,5400
180,1010802,여성,68,서울특별시,대도시,가정주부,3,배우자 있음,5400
181,1010803,남성,45,서울특별시,대도시,판매 종사자,3,미혼,5400
182,1010901,남성,73,서울특별시,대도시,은퇴/무직,3,배우자 있음,4800
183,1010902,여성,68,서울특별시,대도시,가정주부,3,배우자 있음,4800
184,1010903,남성,47,서울특별시,대도시,사무 종사자,3,미혼,4800
185,1011001,여성,80,서울특별시,대도시,가정주부,1,사별,1000
186,1011101,남성,70,서울특별시,대도시,사무 종사자,2,배우자 있음,2400
187,1011102,여성,64,서울특별시,대도시,가정주부,2,배우자 있음,2400
188,1011201,남성,66,서울특별시,대도시,판매 종사자,2,배우자 있음,2500
189,1011202,여성,60,서울특별시,대도시,가정주부,2,배우자 있음,2500
190,1011301,남성,53,서울특별시,대도시,판매 종사자,4,배우자 있음,8400
191,1011302,여성,49,서울특별시,대도시,가정주부,4,배우자 있음,8400
192,1011303,여성,27,서울특별시,대도시,대학생,4,미혼,8400
193,1011304,여성,25,서울특별시,대도시,대학생,4,미혼,8400
194,1011401,남성,73,서울특별시,대도시,관리자,2,배우자 있음,12000
195,1011402,여성,70,서울특별시,대도시,가정주부,2,배우자 있음,12000
196,1011501,남성,73,서울특별시,대도시,은퇴/무직,4,배우자 있음,1800
197,1011502,여성,73,서울특별시,대도시,은퇴/무직,4,배우자 있음,1800
198,1011503,여성,44,서울특별시,대도시,사무 종사자,4,미혼,1800
199,1011504,남성,42,서울특별시,대도시,사무 종사자,4,미혼,1800
200,1011701,여성,53,서울특별시,대도시,사무 종사자,1,미혼,1800
201,1011801,남성,41,서울특별시,대도시,사무 종사자,4,배우자 있음,5000
202,1011802,여성,38,서울특별시,대도시,가정주부,4,배우자 있음,5000
203,1011901,남성,50,서울특별시,대도시,전문가 및 관련 종사자,4,배우자 있음,8000
204,1011902,여성,45,서울특별시,대도시,사무 종사자,4,배우자 있음,8000
205,1011903,남성,19,서울특별시,대도시,대학생,4,미혼,8000
206,1012001,남성,76,서울특별시,대도시,판매 종사자,1,배우자 있음,1200
207,1012201,남성,44,서울특별시,대도시,사무 종사자,7,배우자 있음,5500
208,1012202,여성,34,서울특별시,대도시,가정주부,7,배우자 있음,5500
209,1012401,남성,51,서울특별시,대도시,단순노무자,3,배우자 있음,5000
210,1012402,남성,21,서울특별시,대도시,대학생,3,미혼,5000
211,1012403,여성,18,서울특별시,대도시,고등학생,3,미혼,5000
212,1012701,남성,46,서울특별시,대도시,사무 종사자,3,배우자 있음,5000
213,1012702,여성,44,서울특별시,대도시,가정주부,3,배우자 있음,5000
214,1012801,남성,69,서울특별시,대도시,서비스 종사자,2,배우자 있음,2300
215,1012802,여성,67,서울특별시,대도시,가정주부,2,배우자 있음,2300
216,1012901,남성,65,서울특별시,대도시,은퇴/무직,2,배우자 있음,4000
217,1012902,여성,60,서울특별시,대도시,가정주부,2,배우자 있음,4000
218,1013001,남성,68,서울특별시,대도시,판매 종사자,3,배우자 있음,6000
219,1013002,여성,65,서울특별시,대도시,가정주부,3,배우자 있음,6000
220,1013003,남성,35,서울특별시,대도시,사무 종사자,3,미혼,6000
221,1013201,남성,53,서울특별시,대도시,판매 종사자,4,배우자 있음,6600
222,1013202,여성,52,서울특별시,대도시,판매 종사자,4,배우자 있음,6600
223,1013203,여성,27,서울특별시,대도시,대학생,4,미혼,6600
224,1013204,여성,24,서울특별시,대도시,대학생,4,미혼,6600
225,1013301,남성,52,서울특별시,대도시,사무 종사자,4,배우자 있음,7000
226,1013302,여성,51,서울특별시,대도시,가정주부,4,배우자 있음,7000
227,1013303,남성,23,서울특별시,대도시,대학생,4,미혼,7000
228,1013304,남성,18,서울특별시,대도시,고등학생,4,미혼,7000
229,1013601,남성,53,서울특별시,대도시,전문가 및 관련 종사자,4,배우자 있음,10000
230,1013602,여성,49,서울특별시,대도시,전문가 및 관련 종사자,4,배우자 있음,10000
231,1013603,남성,23,서울특별시,대도시,대학생,4,미혼,10000
232,1013604,남성,20,서울특별시,대도시,대학생,4,미혼,10000
233,1013701,남성,63,서울특별시,대도시,사무 종사자,4,배우자 있음,7500
234,1013702,여성,58,서울특별시,대도시,가정주부,4,배우자 있음,7500
235,1013703,남성,29,서울특별시,대도시,대학생,4,미혼,7500
236,1013704,남성,25,서울특별시,대도시,대학생,4,미혼,7500
237,1013801,남성,57,서울특별시,대도시,사무 종사자,4,배우자 있음,10000
238,1013802,여성,54,서울특별시,대도시,가정주부,4,배우자 있음,10000
239,1013803,남성,27,서울특별시,대도시,대학생,4,미혼,10000
240,1013804,남성,24,서울특별시,대도시,대학생,4,미혼,10000
241,1013901,남성,50,경기도,중소도시,사무 종사자,4,배우자 있음,13000
242,1013902,여성,48,경기도,중소도시,가정주부,4,배우자 있음,13000
243,1013903,남성,20,경기도,중소도시,대학생,4,미혼,13000
244,1013904,여성,18,경기도,중소도시,고등학생,4,미혼,13000
245,1014001,남성,52,서울특별시,대도시,사무 종사자,3,배우자 있음,7500
246,1014002,여성,49,서울특별시,대도시,가정주부,3,배우자 있음,7500
247,1014003,남성,22,서울특별시,대도시,대학생,3,미혼,7500
248,1014101,남성,89,서울특별시,대도시,은퇴/무직,2,배우자 있음,6000
249,1014102,여성,85,서울특별시,대도시,은퇴/무직,2,배우자 있음,6000
250,1014201,남성,54,서울특별시,대도시,판매 종사자,5,배우자 있음,8400
251,1014202,여성,50,서울특별시,대도시,가정주부,5,배우자 있음,8400
252,1014203,여성,76,서울특별시,대도시,가정주부,5,사별,8400
253,1014204,여성,26,서울특별시,대도시,대학생,5,미혼,8400
254,1014205,남성,20,서울특별시,대도시,대학생,5,미혼,8400
255,1014301,남성,65,서울특별시,대도시,은퇴/무직,2,배우자 있음,3600
256,1014302,여성,65,서울특별시,대도시,가정주부,2,배우자 있음,3600
257,1014401,남성,65,서울특별시,대도시,판매 종사자,4,배우자 있음,7200
258,1014402,여성,61,서울특별시,대도시,가정주부,4,배우자 있음,7200
259,1014403,남성,35,서울특별시,대도시,사무 종사자,4,미혼,7200
260,1014404,남성,32,서울특별시,대도시,사무 종사자,4,미혼,7200
261,1014501,남성,47,서울특별시,대도시,관리자,4,배우자 있음,7200
262,1014502,여성,47,서울특별시,대도시,가정주부,4,배우자 있음,7200
263,1014505,남성,19,서울특별시,대도시,대학생,4,미혼,7200
264,1014601,남성,57,서울특별시,대도시,사무 종사자,4,배우자 있음,10000
265,1014602,여성,56,서울특별시,대도시,가정주부,4,배우자 있음,10000
266,1014603,여성,29,서울특별시,대도시,사무 종사자,4,미혼,10000
267,1014604,남성,27,서울특별시,대도시,대학생,4,미혼,10000
268,1014701,남성,65,서울특별시,대도시,판매 종사자,4,배우자 있음,10000
269,1014702,여성,61,서울특별시,대도시,가정주부,4,배우자 있음,10000
270,1014703,남성,32,서울특별시,대도시,전문가 및 관련 종사자,4,미혼,10000
271,1014704,여성,30,서울특별시,대도시,사무 종사자,4,미혼,10000
272,1014801,남성,46,서울특별시,대도시,판매 종사자,5,배우자 있음,10000
273,1014802,여성,45,서울특별시,대도시,가정주부,5,배우자 있음,10000
274,1014803,여성,17,서울특별시,대도시,고등학생,5,미혼,10000
275,1014901,남성,50,서울특별시,대도시,판매 종사자,4,배우자 있음,15000
276,1014902,여성,47,서울특별시,대도시,가정주부,4,배우자 있음,15000
277,1014903,남성,20,서울특별시,대도시,대학생,4,미혼,15000
278,1014904,여성,18,서울특별시,대도시,고등학생,4,미혼,15000
279,1015101,남성,62,서울특별시,대도시,사무 종사자,4,배우자 있음,9000
280,1015102,여성,61,서울특별시,대도시,가정주부,4,배우자 있음,9000
281,1015103,여성,35,서울특별시,대도시,사무 종사자,4,미혼,9000
282,1015104,남성,33,서울특별시,대도시,대학생,4,미혼,9000
283,1015301,남성,47,서울특별시,대도시,단순노무자,5,배우자 있음,6600
284,1015302,여성,43,서울특별시,대도시,가정주부,5,배우자 있음,6600
285,1015303,여성,18,서울특별시,대도시,고등학생,5,미혼,6600
286,1015304,여성,16,서울특별시,대도시,고등학생,5,미혼,6600
287,1015401,남성,85,서울특별시,대도시,은퇴/무직,2,배우자 있음,1500
288,1015402,여성,71,서울특별시,대도시,가정주부,2,배우자 있음,1500
289,1015601,남성,53,서울특별시,대도시,사무 종사자,4,배우자 있음,6800
290,1015602,여성,49,서울특별시,대도시,전문가 및 관련 종사자,4,배우자 있음,6800
291,1015603,남성,23,서울특별시,대도시,대학생,4,미혼,6800
292,1015604,남성,19,서울특별시,대도시,대학생,4,미혼,6800
293,1015701,남성,43,서울특별시,대도시,농림어업 숙련 종사자,5,배우자 있음,4000
294,1015702,여성,43,서울특별시,대도시,은퇴/무직,5,배우자 있음,4000
295,1015703,남성,16,서울특별시,대도시,고등학생,5,미혼,4000
296,1015801,남성,45,서울특별시,대도시,사무 종사자,3,배우자 있음,4500
297,1015802,여성,42,서울특별시,대도시,가정주부,3,배우자 있음,4500
298,1015901,남성,75,서울특별시,대도시,은퇴/무직,3,배우자 있음,4800
299,1015902,여성,60,서울특별시,대도시,가정주부,3,배우자 있음,4800
300,1015903,남성,20,서울특별시,대도시,대학생,3,미혼,4800
301,1016001,남성,64,서울특별시,대도시,은퇴/무직,3,배우자 있음,3600
302,1016002,여성,62,서울특별시,대도시,가정주부,3,배우자 있음,3600
303,1016003,남성,36,서울특별시,대도시,사무 종사자,3,미혼,3600
304,1016101,여성,81,서울특별시,대도시,가정주부,1,사별,1200
305,1016202,여성,47,서울특별시,대도시,가정주부,7,배우자 있음,5000
306,1016203,남성,49,서울특별시,대도시,사무 종사자,7,배우자 있음,5000
307,1016204,여성,18,서울특별시,대도시,고등학생,7,미혼,5000
308,1016401,남성,42,서울특별시,대도시,사무 종사자,4,배우자 있음,3600
309,1016402,여성,39,서울특별시,대도시,가정주부,4,배우자 있음,3600
310,1016501,남성,45,서울특별시,대도시,사무 종사자,3,배우자 있음,5000
311,1016502,여성,42,서울특별시,대도시,가정주부,3,배우자 있음,5000
312,1016601,여성,71,서울특별시,대도시,가정주부,2,사별,5000
313,1016602,남성,49,서울특별시,대도시,사무 종사자,2,미혼,5000
314,1016701,남성,62,서울특별시,대도시,관리자,3,배우자 있음,12000
315,1016702,여성,61,서울특별시,대도시,가정주부,3,배우자 있음,12000
316,1016703,여성,35,서울특별시,대도시,대학생,3,미혼,12000
317,1016801,남성,56,서울특별시,대도시,서비스 종사자,4,배우자 있음,8000
318,1016802,여성,57,서울특별시,대도시,가정주부,4,배우자 있음,8000
319,1016803,남성,25,서울특별시,대도시,대학생,4,미혼,8000
320,1016804,남성,24,서울특별시,대도시,대학생,4,미혼,8000
321,1016901,여성,90,서울특별시,대도시,가정주부,1,사별,2000
322,1017002,여성,59,서울특별시,대도시,가정주부,2,사별,5000
323,1017003,남성,39,서울특별시,대도시,관리자,2,미혼,5000
324,1017102,여성,73,서울특별시,대도시,은퇴/무직,2,배우자 있음,1200
325,1017103,남성,38,서울특별시,대도시,사무 종사자,2,미혼,1200
326,1017201,여성,85,서울특별시,대도시,은퇴/무직,1,사별,1200
327,1017302,남성,31,인천광역시,대도시,사무 종사자,1,미혼,5800
328,1017501,남성,37,서울특별시,대도시,전문가 및 관련 종사자,3,배우자 있음,6000
329,1017502,여성,37,서울특별시,대도시,가정주부,3,배우자 있음,6000
330,1017701,남성,44,서울특별시,대도시,사무 종사자,3,배우자 있음,6000
331,1017702,여성,38,서울특별시,대도시,가정주부,3,배우자 있음,6000
332,1017801,남성,55,서울특별시,대도시,판매 종사자,4,배우자 있음,7000
333,1017802,여성,52,서울특별시,대도시,판매 종사자,4,배우자 있음,7000
334,1017803,남성,24,서울특별시,대도시,대학생,4,미혼,7000
335,1017804,여성,21,서울특별시,대도시,대학생,4,미혼,7000
336,1017901,남성,58,서울특별시,대도시,사무 종사자,1,이혼,5000
337,1018001,여성,58,서울특별시,대도시,사무 종사자,1,배우자 있음,2000
338,1018101,남성,56,서울특별시,대도시,사무 종사자,4,배우자 있음,7000
339,1018102,여성,53,서울특별시,대도시,판매 종사자,4,배우자 있음,7000
340,1018104,남성,26,서울특별시,대도시,대학생,4,미혼,7000
341,1018105,여성,23,서울특별시,대도시,대학생,4,미혼,7000
342,1018201,남성,48,서울특별시,대도시,사무 종사자,4,배우자 있음,5500
343,1018202,여성,45,서울특별시,대도시,사무 종사자,4,배우자 있음,5500
344,1018203,남성,18,서울특별시,대도시,고등학생,4,미혼,5500
345,1018204,여성,15,서울특별시,대도시,중학생,4,미혼,5500
346,1018301,남성,73,서울특별시,대도시,판매 종사자,4,배우자 있음,9000
347,1018302,여성,69,서울특별시,대도시,사무 종사자,4,배우자 있음,9000
348,1018303,남성,45,서울특별시,대도시,사무 종사자,4,배우자 있음,9000
349,1018304,여성,45,서울특별시,대도시,은퇴/무직,4,배우자 있음,9000
350,1018401,남성,75,서울특별시,대도시,은퇴/무직,2,배우자 있음,1200
351,1018402,여성,74,서울특별시,대도시,가정주부,2,배우자 있음,1200
352,1018501,남성,31,서울특별시,대도시,서비스 종사자,2,미혼,2500
353,1018502,여성,55,서울특별시,대도시,서비스 종사자,2,사별,2500
354,1018701,남성,47,서울특별시,대도시,사무 종사자,4,배우자 있음,4800
355,1018702,여성,48,서울특별시,대도시,가정주부,4,배우자 있음,4800
356,1018703,남성,17,서울특별시,대도시,고등학생,4,미혼,4800
357,1018704,남성,15,서울특별시,대도시,중학생,4,미혼,4800
358,1018801,남성,70,서울특별시,대도시,판매 종사자,3,배우자 있음,3600
359,1018802,여성,67,서울특별시,대도시,가정주부,3,배우자 있음,3600
360,1018803,남성,39,서울특별시,대도시,사무 종사자,3,미혼,3600
361,1018901,남성,34,경기도,중소도시,사무 종사자,2,미혼,3000
362,1018902,여성,32,경기도,중소도시,가정주부,2,배우자 있음,3000
363,1019101,남성,83,서울특별시,대도시,농림어업 숙련 종사자,2,배우자 있음,1200
